"Reflect","Psychic","Status",0,true,20,0,"allySide","For 5 turns, the user and its party members take 0.5x damage from physical attacks, or 0.66x damage if in a Double Battle. Damage is not reduced further with Aurora Veil. Critical hits ignore this effect. It is removed from the user's side if the user or an ally is successfully hit by Brick Break, Psychic Fangs, or Defog. Lasts for 8 turns if the user is holding Light Clay. Fails if the effect is already active on the user's side.",
"Reflect Type","Normal","Status",0,true,15,0,"normal","Causes the user's types to become the same as the current types of the target. If the target's current types include typeless and a non-added type, typeless is ignored. If the target's current types include typeless and an added type from Forest's Curse or Trick-or-Treat, typeless is copied as the Normal type instead. Fails if the user is an Arceus or a Silvally, or if the target's current type is typeless alone.",
"Refresh","Normal","Status",0,true,20,0,"self","The user cures its burn, poison, or paralysis. Fails if the user is not burned, poisoned, or paralyzed.",
"Relic Song","Normal","Special",75,100,10,0,"allAdjacentFoes","Has a 10% chance to cause the target to fall asleep. If this move is successful on at least one target and the user is a Meloetta, it changes to Pirouette Forme if it is currently in Aria Forme, or changes to Aria Forme if it is currently in Pirouette Forme. This forme change does not happen if the Meloetta has the Sheer Force Ability. The Pirouette Forme reverts to Aria Forme when Meloetta is not active.",
"Rest","Psychic","Status",0,true,10,0,"self","The user falls asleep for the next two turns and restores all of its HP, curing itself of any non-volatile status condition in the process. Fails if the user has full HP, is already asleep, or if another effect is preventing sleep.",
"Retaliate","Normal","Physical",70,100,5,0,"normal","Power doubles if one of the user's party members fainted last turn.",
"Return","Normal","Physical",0,100,20,0,"normal","Power is equal to the greater of (user's Happiness * 2/5), rounded down, or 1.",
"Revelation Dance","Normal","Special",90,100,15,0,"normal","This move's type depends on the user's primary type. If the user's primary type is typeless, this move's type is the user's secondary type if it has one, otherwise the added type from Forest's Curse or Trick-or-Treat. This move is typeless if the user's type is typeless alone.",
"Revenge","Fighting","Physical",60,100,10,-4,"normal","Power doubles if the user was hit by the target this turn.",
"Reversal","Fighting","Physical",0,100,15,0,"normal","The power of this move is 20 if X is 33 to 48, 40 if X is 17 to 32, 80 if X is 10 to 16, 100 if X is 5 to 9, 150 if X is 2 to 4, and 200 if X is 0 or 1, where X is equal to (user's current HP * 48 / user's maximum HP), rounded down.",
"Roar","Normal","Status",0,true,20,-6,"normal","The target is forced to switch out and be replaced with a random unfainted ally. Fails if the target is the last unfainted Pokemon in its party, or if the target used Ingrain previously or has the Suction Cups Ability.",
"Roar of Time","Dragon","Special",150,90,5,0,"normal","If this move is successful, the user must recharge on the following turn and cannot select a move.",
"Rock Blast","Rock","Physical",25,90,10,0,"normal","Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times.",
"Rock Climb","Normal","Physical",90,85,20,0,"normal","Has a 20% chance to confuse the target.",
"Rock Polish","Rock","Status",0,true,20,0,"self","Raises the user's Speed by 2 stages.",
"Rock Slide","Rock","Physical",75,90,10,0,"allAdjacentFoes","Has a 30% chance to make the target flinch.",
"Rock Smash","Fighting","Physical",40,100,15,0,"normal","Has a 50% chance to lower the target's Defense by 1 stage.",
"Rock Throw","Rock","Physical",50,90,15,0,"normal","No additional effect.",
"Rock Tomb","Rock","Physical",60,95,15,0,"normal","Has a 100% chance to lower the target's Speed by 1 stage.",
"Rock Wrecker","Rock","Physical",150,90,5,0,"normal","If this move is successful, the user must recharge on the following turn and cannot select a move.",
"Role Play","Psychic","Status",0,true,10,0,"normal","The user's Ability changes to match the target's Ability. Fails if the user's Ability is Battle Bond, Comatose, Disguise, Multitype, Power Construct, RKS System, Schooling, Shields Down, Stance Change, Zen Mode, or already matches the target, or if the target's Ability is Battle Bond, Comatose, Disguise, Flower Gift, Forecast, Illusion, Imposter, Multitype, Power Construct, Power of Alchemy, Receiver, RKS System, Schooling, Shields Down, Stance Change, Trace, Wonder Guard, or Zen Mode.",
"Rolling Kick","Fighting","Physical",60,85,15,0,"normal","Has a 30% chance to make the target flinch.",
"Rollout","Rock","Physical",30,90,20,0,"normal","If this move is successful, the user is locked into this move and cannot make another move until it misses, 5 turns have passed, or the attack cannot be used. Power doubles with each successful hit of this move and doubles again if Defense Curl was used previously by the user. If this move is called by Sleep Talk, the move is used for one turn. If this move hits an active Disguise during the effect, the power multiplier is paused but the turn counter is not, potentially allowing the multiplier to be used on the user's next move after this effect ends.",
"Roost","Flying","Status",0,true,10,0,"self","The user restores 1/2 of its maximum HP, rounded half up. Until the end of the turn, Flying-type users lose their Flying type and pure Flying-type users become Normal type. Does nothing if the user's HP is full.",
"Rototiller","Ground","Status",0,true,10,0,"all","Raises the Attack and Special Attack of all grounded Grass-type Pokemon on the field by 1 stage.",
"Round","Normal","Special",60,100,15,0,"normal","If there are other active Pokemon that chose this move for use this turn, those Pokemon take their turn immediately after the user, in Speed order, and this move's power is 120 for each other user.",
"Sacred Fire","Fire","Physical",100,95,5,0,"normal","Has a 50% chance to burn the target.",
"Sacred Sword","Fighting","Physical",90,100,15,0,"normal","Ignores the target's stat stage changes, including evasiveness.",
"Safeguard","Normal","Status",0,true,25,0,"allySide","For 5 turns, the user and its party members cannot have non-volatile status conditions or confusion inflicted on them by other Pokemon. Pokemon on the user's side cannot become affected by Yawn but can fall asleep from its effect. It is removed from the user's side if the user or an ally is successfully hit by Defog. Fails if the effect is already active on the user's side.",
"Sand Attack","Ground","Status",0,100,15,0,"normal","Lowers the target's accuracy by 1 stage.",
"Sand Tomb","Ground","Physical",35,85,15,0,"normal","Prevents the target from switching for four or five turns (seven turns if the user is holding Grip Claw). Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Parting Shot, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Rapid Spin or Substitute successfully. This effect is not stackable or reset by using this or another binding move.",
"Sandstorm","Rock","Status",0,true,10,0,"all","For 5 turns, the weather becomes Sandstorm. At the end of each turn except the last, all active Pokemon lose 1/16 of their maximum HP, rounded down, unless they are a Ground, Rock, or Steel type, or have the Magic Guard, Overcoat, Sand Force, Sand Rush, or Sand Veil Abilities. During the effect, the Special Defense of Rock-type Pokemon is multiplied by 1.5 when taking damage from a special attack. Lasts for 8 turns if the user is holding Smooth Rock. Fails if the current weather is Sandstorm.",
"Savage Spin-Out","Bug","Physical",1,true,1,0,"normal","Power is equal to the base move's Z-Power.",
"Scald","Water","Special",80,100,15,0,"normal","Has a 30% chance to burn the target. The target thaws out if it is frozen.",
"Scary Face","Normal","Status",0,100,10,0,"normal","Lowers the target's Speed by 2 stages.",
"Scratch","Normal","Physical",40,100,35,0,"normal","No additional effect.",
"Screech","Normal","Status",0,85,40,0,"normal","Lowers the target's Defense by 2 stages.",
"Searing Shot","Fire","Special",100,100,5,0,"allAdjacent","Has a 30% chance to burn the target.",
"Searing Sunraze Smash","Steel","Physical",200,true,1,0,"normal","This move and its effects ignore the Abilities of other Pokemon.",
"Secret Power","Normal","Physical",70,100,20,0,"normal","Has a 30% chance to cause a secondary effect on the target based on the battle terrain. Causes paralysis on the regular Wi-Fi terrain, causes paralysis during Electric Terrain, lowers Special Attack by 1 stage during Misty Terrain, causes sleep during Grassy Terrain and lowers Speed by 1 stage during Psychic Terrain.",
"Secret Sword","Fighting","Special",85,100,10,0,"normal","Deals damage to the target based on its Defense instead of Special Defense.",
"Seed Bomb","Grass","Physical",80,100,15,0,"normal","No additional effect.",
"Seed Flare","Grass","Special",120,85,5,0,"normal","Has a 40% chance to lower the target's Special Defense by 2 stages.",
"Seismic Toss","Fighting","Physical",0,100,20,0,"normal","Deals damage to the target equal to the user's level.",
"Self-Destruct","Normal","Physical",200,100,5,0,"allAdjacent","The user faints after using this move, even if this move fails for having no target. This move is prevented from executing if any active Pokemon has the Damp Ability.",
"Shadow Ball","Ghost","Special",80,100,15,0,"normal","Has a 20% chance to lower the target's Special Defense by 1 stage.",
"Shadow Bone","Ghost","Physical",85,100,10,0,"normal","Has a 20% chance to lower the target's Defense by 1 stage.",
"Shadow Claw","Ghost","Physical",70,100,15,0,"normal","Has a higher chance for a critical hit.",
"Shadow Force","Ghost","Physical",120,100,5,0,"normal","If this move is successful, it breaks through the target's Baneful Bunker, Detect, King's Shield, Protect, or Spiky Shield for this turn, allowing other Pokemon to attack the target normally. If the target's side is protected by Crafty Shield, Mat Block, Quick Guard, or Wide Guard, that protection is also broken for this turn and other Pokemon may attack the target's side normally. This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks. If the user is holding a Power Herb, the move completes in one turn.",
"Shadow Punch","Ghost","Physical",60,true,20,0,"normal","This move does not check accuracy.",
"Shadow Sneak","Ghost","Physical",40,100,30,1,"normal","No additional effect.",
"Sharpen","Normal","Status",0,true,30,0,"self","Raises the user's Attack by 1 stage.",
"Shattered Psyche","Psychic","Physical",1,true,1,0,"normal","Power is equal to the base move's Z-Power.",
"Sheer Cold","Ice","Special",0,30,5,0,"normal","Deals damage to the target equal to the target's maximum HP. Ignores accuracy and evasiveness modifiers. This attack's accuracy is equal to (user's level - target's level + X)%, where X is 30 if the user is an Ice type and 20 otherwise, and fails if the target is at a higher level. Ice-type Pokemon and Pokemon with the Sturdy Ability are immune.",
"Shell Smash","Normal","Status",0,true,15,0,"self","Lowers the user's Defense and Special Defense by 1 stage. Raises the user's Attack, Special Attack, and Speed by 2 stages.",
"Shell Trap","Fire","Special",150,100,5,-3,"allAdjacentFoes","Fails unless the user is hit by a physical attack from an opponent this turn before it can execute the move. If the user was hit and has not fainted, it attacks immediately after being hit, and the effect ends. If the opponent's physical attack had a secondary effect removed by the Sheer Force Ability, it does not count for the purposes of this effect.",
"Shift Gear","Steel","Status",0,true,10,0,"self","Raises the user's Speed by 2 stages and its Attack by 1 stage.",
"Shock Wave","Electric","Special",60,true,20,0,"normal","This move does not check accuracy.",
"Shore Up","Ground","Status",0,true,10,0,"self","The user restores 1/2 of its maximum HP, rounded half down. If the weather is Sandstorm, the user instead restores 2/3 of its maximum HP, rounded half down.",
"Signal Beam","Bug","Special",75,100,15,0,"normal","Has a 10% chance to confuse the target.",
"Silver Wind","Bug","Special",60,100,5,0,"normal","Has a 10% chance to raise the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage.",
"Simple Beam","Normal","Status",0,100,15,0,"normal","Causes the target's Ability to become Simple. Fails if the target's Ability is Battle Bond, Comatose, Disguise, Multitype, Power Construct, RKS System, Schooling, Shields Down, Simple, Stance Change, Truant, or Zen Mode.",
"Sing","Normal","Status",0,55,15,0,"normal","Causes the target to fall asleep.",
"Sinister Arrow Raid","Ghost","Physical",180,true,1,0,"normal","No additional effect.",
"Sketch","Normal","Status",0,true,1,0,"normal","This move is permanently replaced by the last move used by the target. The copied move has the maximum PP for that move. Fails if the target has not made a move, if the user has Transformed, or if the move is Chatter, Sketch, Struggle, or any move the user knows.",
"Skill Swap","Psychic","Status",0,true,10,0,"normal","The user swaps its Ability with the target's Ability. Fails if either the user or the target's Ability is Battle Bond, Comatose, Disguise, Illusion, Multitype, Power Construct, RKS System, Schooling, Shields Down, Stance Change, Wonder Guard, or Zen Mode.",
"Skull Bash","Normal","Physical",130,100,10,0,"normal","This attack charges on the first turn and executes on the second. Raises the user's Defense by 1 stage on the first turn. If the user is holding a Power Herb, the move completes in one turn.",
"Sky Attack","Flying","Physical",140,90,5,0,"any","Has a 30% chance to make the target flinch and a higher chance for a critical hit. This attack charges on the first turn and executes on the second. If the user is holding a Power Herb, the move completes in one turn.",
"Sky Drop","Flying","Physical",60,100,10,0,"any","This attack takes the target into the air with the user on the first turn and executes on the second. Pokemon weighing 200 kg or more cannot be lifted. On the first turn, the user and the target avoid all attacks other than Gust, Hurricane, Sky Uppercut, Smack Down, Thousand Arrows, Thunder, and Twister. The user and the target cannot make a move between turns, but the target can select a move to use. This move cannot damage Flying-type Pokemon. Fails on the first turn if the target is an ally, if the target has a substitute, or if the target is using Bounce, Dig, Dive, Fly, Phantom Force, Shadow Force, or Sky Drop.",
"Sky Uppercut","Fighting","Physical",85,90,15,0,"normal","This move can hit a target using Bounce, Fly, or Sky Drop, or is under the effect of Sky Drop.",
"Slack Off","Normal","Status",0,true,10,0,"self","The user restores 1/2 of its maximum HP, rounded half up.",
"Slam","Normal","Physical",80,75,20,0,"normal","No additional effect.",
"Slash","Normal","Physical",70,100,20,0,"normal","Has a higher chance for a critical hit.",
"Sleep Powder","Grass","Status",0,75,15,0,"normal","Causes the target to fall asleep.",
"Sleep Talk","Normal","Status",0,true,10,0,"self","One of the user's known moves, besides this move, is selected for use at random. Fails if the user is not asleep. The selected move does not have PP deducted from it, and can currently have 0 PP. This move cannot select Assist, Beak Blast, Belch, Bide, Celebrate, Chatter, Copycat, Focus Punch, Hold Hands, Me First, Metronome, Mimic, Mirror Move, Nature Power, Shell Trap, Sketch, Sleep Talk, Struggle, Uproar, any two-turn move, or any Z-Move.",
"Sludge","Poison","Special",65,100,20,0,"normal","Has a 30% chance to poison the target.",
"Sludge Bomb","Poison","Special",90,100,10,0,"normal","Has a 30% chance to poison the target.",
"Sludge Wave","Poison","Special",95,100,10,0,"allAdjacent","Has a 10% chance to poison the target.",
"Smack Down","Rock","Physical",50,100,15,0,"normal","This move can hit a target using Bounce, Fly, or Sky Drop, or is under the effect of Sky Drop. If this move hits a target under the effect of Bounce, Fly, Magnet Rise, or Telekinesis, the effect ends. If the target is a Flying type that has not used Roost this turn or a Pokemon with the Levitate Ability, it loses its immunity to Ground-type attacks and the Arena Trap Ability as long as it remains active. During the effect, Magnet Rise fails for the target and Telekinesis fails against the target.",
"Smart Strike","Steel","Physical",70,true,10,0,"normal","This move does not check accuracy.",
"Smelling Salts","Normal","Physical",70,100,10,0,"normal","Power doubles if the target is paralyzed. If the user has not fainted, the target is cured of paralysis.",
"Smog","Poison","Special",30,70,20,0,"normal","Has a 40% chance to poison the target.",
"Smokescreen","Normal","Status",0,100,20,0,"normal","Lowers the target's accuracy by 1 stage.",
"Snarl","Dark","Special",55,95,15,0,"allAdjacentFoes","Has a 100% chance to lower the target's Special Attack by 1 stage.",
"Snatch","Dark","Status",0,true,10,4,"self","If another Pokemon uses certain non-damaging moves this turn, the user steals that move to use itself. If multiple Pokemon use one of those moves this turn, the applicable moves are all stolen by the first Pokemon in turn order that used this move this turn. This effect is ignored while the user is under the effect of Sky Drop.",
"Snore","Normal","Special",50,100,15,0,"normal","Has a 30% chance to make the target flinch. Fails if the user is not asleep.",
"Soak","Water","Status",0,100,20,0,"normal","Causes the target to become a Water type. Fails if the target is an Arceus or a Silvally, or if the target is already purely Water type.",
"Soft-Boiled","Normal","Status",0,true,10,0,"self","The user restores 1/2 of its maximum HP, rounded half up.",
"Solar Beam","Grass","Special",120,100,10,0,"normal","This attack charges on the first turn and executes on the second. Power is halved if the weather is Hail, Primordial Sea, Rain Dance, or Sandstorm. If the user is holding a Power Herb or the weather is Desolate Land or Sunny Day, the move completes in one turn.",
"Solar Blade","Grass","Physical",125,100,10,0,"normal","This attack charges on the first turn and executes on the second. Power is halved if the weather is Hail, Primordial Sea, Rain Dance, or Sandstorm. If the user is holding a Power Herb or the weather is Desolate Land or Sunny Day, the move completes in one turn.",
"Sonic Boom","Normal","Special",0,90,20,0,"normal","Deals 20 HP of damage to the target.",
"Soul-Stealing 7-Star Strike","Ghost","Physical",195,true,1,0,"normal","No additional effect.",
"Spacial Rend","Dragon","Special",100,95,5,0,"normal","Has a higher chance for a critical hit.",
"Spark","Electric","Physical",65,100,20,0,"normal","Has a 30% chance to paralyze the target.",
"Sparkling Aria","Water","Special",90,100,10,0,"allAdjacent","If the user has not fainted, the target is cured of its burn.",
"Spectral Thief","Ghost","Physical",90,100,10,0,"normal","The target's stat stages greater than 0 are stolen from it and applied to the user before dealing damage.",
"Speed Swap","Psychic","Status",0,true,10,0,"normal","The user swaps its Speed stat with the target. Stat stage changes are unaffected.",
"Spider Web","Bug","Status",0,true,10,0,"normal","Prevents the target from switching out. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Parting Shot, U-turn, or Volt Switch. If the target leaves the field using Baton Pass, the replacement will remain trapped. The effect ends if the user leaves the field.",
"Spike Cannon","Normal","Physical",20,100,15,0,"normal","Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times.",
"Spikes","Ground","Status",0,true,20,0,"foeSide","Sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in, unless it is a Flying-type Pokemon or has the Levitate Ability. Can be used up to three times before failing. Opponents lose 1/8 of their maximum HP with one layer, 1/6 of their maximum HP with two layers, and 1/4 of their maximum HP with three layers, all rounded down. Can be removed from the opposing side if any opposing Pokemon uses Rapid Spin or Defog successfully, or is hit by Defog.",
"Spiky Shield","Grass","Status",0,true,10,4,"self","The user is protected from most attacks made by other Pokemon during this turn, and Pokemon making contact with the user lose 1/8 of their maximum HP, rounded down. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Detect, Endure, King's Shield, Protect, Quick Guard, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn.",
"Spirit Shackle","Ghost","Physical",80,100,10,0,"normal","Prevents the target from switching out. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Parting Shot, U-turn, or Volt Switch. If the target leaves the field using Baton Pass, the replacement will remain trapped. The effect ends if the user leaves the field.",
"Spit Up","Normal","Special",0,100,10,0,"normal","Power is equal to 100 times the user's Stockpile count. Fails if the user's Stockpile count is 0. Whether or not this move is successful, the user's Defense and Special Defense decrease by as many stages as Stockpile had increased them, and the user's Stockpile count resets to 0.",
"Spite","Ghost","Status",0,100,10,0,"normal","Causes the target's last move used to lose 4 PP. Fails if the target has not made a move, if the move has 0 PP, or if it no longer knows the move.",
"Splash","Normal","Status",0,true,40,0,"self","No competitive use.",
"Splintered Stormshards","Rock","Physical",190,true,1,0,"normal","Ends the effects of Electric Terrain, Grassy Terrain, Misty Terrain, and Psychic Terrain.",
"Spore","Grass","Status",0,100,15,0,"normal","Causes the target to fall asleep.",
"Spotlight","Normal","Status",0,true,15,3,"normal","Until the end of the turn, all single-target attacks from opponents of the target are redirected to the target. Such attacks are redirected to the target before they can be reflected by Magic Coat or the Magic Bounce Ability, or drawn in by the Lightning Rod or Storm Drain Abilities. Fails if it is not a Double Battle or Battle Royal.",
"Stealth Rock","Rock","Status",0,true,20,0,"foeSide","Sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in. Fails if the effect is already active on the opposing side. Foes lose 1/32, 1/16, 1/8, 1/4, or 1/2 of their maximum HP, rounded down, based on their weakness to the Rock type; 0.25x, 0.5x, neutral, 2x, or 4x, respectively. Can be removed from the opposing side if any opposing Pokemon uses Rapid Spin or Defog successfully, or is hit by Defog.",
"Steam Eruption","Water","Special",110,95,5,0,"normal","Has a 30% chance to burn the target. The target thaws out if it is frozen.",
"Steamroller","Bug","Physical",65,100,20,0,"normal","Has a 30% chance to make the target flinch. Damage doubles and no accuracy check is done if the target has used Minimize while active.",
"Steel Wing","Steel","Physical",70,90,25,0,"normal","Has a 10% chance to raise the user's Defense by 1 stage.",
"Sticky Web","Bug","Status",0,true,20,0,"foeSide","Sets up a hazard on the opposing side of the field, lowering the Speed by 1 stage of each opposing Pokemon that switches in, unless it is a Flying-type Pokemon or has the Levitate Ability. Fails if the effect is already active on the opposing side. Can be removed from the opposing side if any opposing Pokemon uses Rapid Spin or Defog successfully, or is hit by Defog.",
"Stockpile","Normal","Status",0,true,20,0,"self","Raises the user's Defense and Special Defense by 1 stage. The user's Stockpile count increases by 1. Fails if the user's Stockpile count is 3. The user's Stockpile count is reset to 0 when it is no longer active.",
"Stoked Sparksurfer","Electric","Special",175,true,1,0,"normal","Has a 100% chance to paralyze the target.",
"Stomp","Normal","Physical",65,100,20,0,"normal","Has a 30% chance to make the target flinch. Damage doubles and no accuracy check is done if the target has used Minimize while active.",
"Stomping Tantrum","Ground","Physical",75,100,10,0,"normal","Power doubles if the user's last move on the previous turn, including moves called by other moves or those used through Instruct, Magic Coat, Snatch, or the Dancer or Magic Bounce Abilities, failed to do any of its normal effects, not including damage from an unsuccessful High Jump Kick, Jump Kick, or Mind Blown, or if the user was prevented from moving by any effect other than recharging or Sky Drop. A move that was blocked by Baneful Bunker, Detect, King's Shield, Protect, Spiky Shield, Crafty Shield, Mat Block, Quick Guard, or Wide Guard will not double this move's power, nor will Bounce or Fly ending early due to the effect of Gravity, Smack Down, or Thousand Arrows.",
"Stone Edge","Rock","Physical",100,80,5,0,"normal","Has a higher chance for a critical hit.",
"Stored Power","Psychic","Special",20,100,10,0,"normal","Power is equal to 20+(X*20), where X is the user's total stat stage changes that are greater than 0.",
"Storm Throw","Fighting","Physical",60,100,10,0,"normal","This move is always a critical hit unless the target is under the effect of Lucky Chant or has the Battle Armor or Shell Armor Abilities.",
"Strength","Normal","Physical",80,100,15,0,"normal","No additional effect.",
"Strength Sap","Grass","Status",0,100,10,0,"normal","Lowers the target's Attack by 1 stage. The user restores its HP equal to the target's Attack stat calculated with its stat stage before this move was used. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down. Fails if the target's Attack stat stage is -6.",
"String Shot","Bug","Status",0,95,40,0,"allAdjacentFoes","Lowers the target's Speed by 2 stages.",
"Struggle","Normal","Physical",50,true,1,0,"randomNormal","Deals typeless damage to a random opposing Pokemon. If this move was successful, the user loses 1/4 of its maximum HP, rounded half up, and the Rock Head Ability does not prevent this. This move is automatically used if none of the user's known moves can be selected.",
"Struggle Bug","Bug","Special",50,100,20,0,"allAdjacentFoes","Has a 100% chance to lower the target's Special Attack by 1 stage.",
"Stun Spore","Grass","Status",0,75,30,0,"normal","Paralyzes the target.",
"Submission","Fighting","Physical",80,80,20,0,"normal","If the target lost HP, the user takes recoil damage equal to 1/4 the HP lost by the target, rounded half up, but not less than 1 HP.",
"Substitute","Normal","Status",0,true,10,0,"self","The user takes 1/4 of its maximum HP, rounded down, and puts it into a substitute to take its place in battle. The substitute is removed once enough damage is inflicted on it, or if the user switches out or faints. Baton Pass can be used to transfer the substitute to an ally, and the substitute will keep its remaining HP. Until the substitute is broken, it receives damage from all attacks made by other Pokemon and shields the user from status effects and stat stage changes caused by other Pokemon. Sound-based moves and Pokemon with the Infiltrator Ability ignore substitutes. The user still takes normal damage from weather and status effects while behind its substitute. If the substitute breaks during a multi-hit attack, the user will take damage from any remaining hits. If a substitute is created while the user is trapped by a binding move, the binding effect ends immediately. Fails if the user does not have enough HP remaining to create a substitute without fainting, or if it already has a substitute.",
"Subzero Slammer","Ice","Physical",1,true,1,0,"normal","Power is equal to the base move's Z-Power.",
"Sucker Punch","Dark","Physical",70,100,5,1,"normal","Fails if the target did not select a physical attack, special attack, or Me First for use this turn, or if the target moves before the user.",
"Sunny Day","Fire","Status",0,true,5,0,"all","For 5 turns, the weather becomes Sunny Day. The damage of Fire-type attacks is multiplied by 1.5 and the damage of Water-type attacks is multiplied by 0.5 during the effect. Lasts for 8 turns if the user is holding Heat Rock. Fails if the current weather is Sunny Day.",
"Sunsteel Strike","Steel","Physical",100,100,5,0,"normal","This move and its effects ignore the Abilities of other Pokemon.",
"Super Fang","Normal","Physical",0,90,10,0,"normal","Deals damage to the target equal to half of its current HP, rounded down, but not less than 1 HP.",
"Superpower","Fighting","Physical",120,100,5,0,"normal","Lowers the user's Attack and Defense by 1 stage.",
"Supersonic","Normal","Status",0,55,20,0,"normal","Causes the target to become confused.",
"Supersonic Skystrike","Flying","Physical",1,true,1,0,"normal","Power is equal to the base move's Z-Power.",
"Surf","Water","Special",90,100,15,0,"allAdjacent","Damage doubles if the target is using Dive.",
"Swagger","Normal","Status",0,85,15,0,"normal","Raises the target's Attack by 2 stages and confuses it.",
"Swallow","Normal","Status",0,true,10,0,"self","The user restores its HP based on its Stockpile count. Restores 1/4 of its maximum HP if it's 1, 1/2 of its maximum HP if it's 2, both rounded half down, and all of its HP if it's 3. Fails if the user's Stockpile count is 0. The user's Defense and Special Defense decrease by as many stages as Stockpile had increased them, and the user's Stockpile count resets to 0.",
"Sweet Kiss","Fairy","Status",0,75,10,0,"normal","Causes the target to become confused.",
"Sweet Scent","Normal","Status",0,100,20,0,"allAdjacentFoes","Lowers the target's evasiveness by 2 stages.",
"Swift","Normal","Special",60,true,20,0,"allAdjacentFoes","This move does not check accuracy.",
"Switcheroo","Dark","Status",0,100,10,0,"normal","The user swaps its held item with the target's held item. Fails if either the user or the target is holding a Mail or Z-Crystal, if neither is holding an item, if the user is trying to give or take a Mega Stone to or from the species that can Mega Evolve with it, or if the user is trying to give or take a Blue Orb, a Red Orb, a Griseous Orb, a Plate, a Drive, or a Memory to or from a Kyogre, a Groudon, a Giratina, an Arceus, a Genesect, or a Silvally, respectively. The target is immune to this move if it has the Sticky Hold Ability.",
"Swords Dance","Normal","Status",0,true,20,0,"self","Raises the user's Attack by 2 stages.",
"Synchronoise","Psychic","Special",120,100,10,0,"allAdjacent","The target is immune if it does not share a type with the user.",
"Synthesis","Grass","Status",0,true,5,0,"self","The user restores 1/2 of its maximum HP if Delta Stream or no weather conditions are in effect, 2/3 of its maximum HP if the weather is Desolate Land or Sunny Day, and 1/4 of its maximum HP if the weather is Hail, Primordial Sea, Rain Dance, or Sandstorm, all rounded half down.",
"Tackle","Normal","Physical",40,100,35,0,"normal","No additional effect.",
"Tail Glow","Bug","Status",0,true,20,0,"self","Raises the user's Special Attack by 3 stages.",
"Tail Slap","Normal","Physical",25,85,10,0,"normal","Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times.",
"Tail Whip","Normal","Status",0,100,30,0,"allAdjacentFoes","Lowers the target's Defense by 1 stage.",
"Tailwind","Flying","Status",0,true,15,0,"allySide","For 4 turns, the user and its party members have their Speed doubled. Fails if this move is already in effect for the user's side.",
"Take Down","Normal","Physical",90,85,20,0,"normal","If the target lost HP, the user takes recoil damage equal to 1/4 the HP lost by the target, rounded half up, but not less than 1 HP.",
"Taunt","Dark","Status",0,100,20,0,"normal","Prevents the target from using non-damaging moves for its next three turns. Pokemon with the Oblivious Ability or protected by the Aroma Veil Ability are immune. Z-Powered moves can still be selected and executed during this effect.",
"Tearful Look","Normal","Status",0,true,20,0,"normal","Lowers the target's Attack and Special Attack by 1 stage.",
"Techno Blast","Normal","Special",120,100,5,0,"normal","This move's type depends on the user's held Drive.",
"Tectonic Rage","Ground","Physical",1,true,1,0,"normal","Power is equal to the base move's Z-Power.",
"Teeter Dance","Normal","Status",0,100,20,0,"allAdjacent","Causes the target to become confused.",
"Telekinesis","Psychic","Status",0,true,15,0,"normal","For 3 turns, the target cannot avoid any attacks made against it, other than OHKO moves, as long as it remains active. During the effect, the target is immune to Ground-type attacks and the effects of Spikes, Toxic Spikes, Sticky Web, and the Arena Trap Ability as long as it remains active. If the target uses Baton Pass, the replacement will gain the effect. Ingrain, Smack Down, Thousand Arrows, and Iron Ball override this move if the target is under any of their effects. Fails if the target is already under this effect or the effects of Ingrain, Smack Down, or Thousand Arrows. The target is immune to this move on use if its species is Diglett, Dugtrio, Alolan Diglett, Alolan Dugtrio, Sandygast, Palossand, or Gengar while Mega-Evolved. Mega Gengar cannot be under this effect by any means.",
"Teleport","Psychic","Status",0,true,20,0,"self","Fails when used.",
